nom_naissance,nom_dit,nom_search
SPIERRE Claude,,SPIERRE CLAUDE
SPIERRE François,,SPIERRE FRANCOIS
SPIERS Olympe,,SPIERS OLYMPE
SPIETH Robert,,SPIETH ROBERT
SPILLENBERGER Johann,,SPILLENBERGER JOHANN
SPILLIAERT Léon,,SPILLIAERT LEON
SPILMAN Hendrick,,SPILMAN HENDRICK
Spilman Tommaso,,SPILMAN TOMMASO
SPILSBURY,,SPILSBURY
SPIN MASTER,,SPIN MASTER
SPINDLER Charles,,SPINDLER CHARLES
SPINDLER Louis Pierre,,SPINDLER LOUIS PIERRE
SPINDLER Paul,,SPINDLER PAUL
SPINELLI Giovanni Battista,,SPINELLI GIOVANNI BATTISTA
SPINELLI NiccolÃ²,,SPINELLI NICCOLA²
SPINELLI Parri di,,SPINELLI PARRI DI
SPINELLO Aretino,,SPINELLO ARETINO
SPINELLO DI LUCA SPINELLI,,SPINELLO DI LUCA SPINELLI
SPIRIDON Ignace,,SPIRIDON IGNACE
SPIRINX Louis,,SPIRINX LOUIS
SPIRT Daniel de,,SPIRT DANIEL DE
SPISANELLI Vincenzo,,SPISANELLI VINCENZO
SPITZ André,,SPITZ ANDRE
SPITZER Henri,,SPITZER HENRI
Spitzer Marthe,,SPITZER MARTHE
SPITZWEG Carl,,SPITZWEG CARL
SPLINGARD Jules,,SPLINGARD JULES
SPODE & COPELAND,,SPODE ET COPELAND
SPODE Josiah,,SPODE JOSIAH
Spoelberch de Lovenjoul Charles de,,SPOELBERCH DE LOVENJOUL CHARLES DE
SPOERLIN ET RAHN,,SPOERLIN ET RAHN
SPOERRI Daniel,,SPOERRI DANIEL
SPOLDI Aldo,,SPOLDI ALDO
SPOLVERINI Ilario,,SPOLVERINI ILARIO
SPOONER,,SPOONER
SPORRER Jean,,SPORRER JEAN
SPORRONG & Co,,SPORRONG ET CO
Sport Plas,,SPORT PLAS
SPRANGER Bartholomaeus,,SPRANGER BARTHOLOMAEUS
SPRANGER Bartholomeus,,SPRANGER BARTHOLOMEUS
SPREEUWEN Jacob Van,,SPREEUWEN JACOB VAN
Sprenger,,SPRENGER
SPRENGER Maurice Isabelle,,SPRENGER MAURICE ISABELLE
SPRENGHOLZ Peter,,SPRENGHOLZ PETER
SPRINGER A,,SPRINGER A
SPRINGER Ferdinand,,SPRINGER FERDINAND
SPRINGINKLEE Hans,,SPRINGINKLEE HANS
SPUREY Kurt,,SPUREY KURT
SPY,,SPY
SRBINOVIC Mladen,,SRBINOVIC MLADEN
Sriram Maji,,SRIRAM MAJI
STA Henri de,,STA HENRI DE
STAAD Collette de,,STAAD COLLETTE DE
Staal,,STAAL
STAAL Gustave,,STAAL GUSTAVE
STAAL Pierre Gustave Eugène,,STAAL PIERRE GUSTAVE EUGENE
STACCOLI,,STACCOLI
STACKELBERG Otto Magnus von,,STACKELBERG OTTO MAGNUS VON
STACKLER,,STACKLER
STAD CARL GUSTAF,,STAD CARL GUSTAF
STADLER,,STADLER
Stadler Jacomo,,STADLER JACOMO
STADLER Joseph Constantine,,STADLER JOSEPH CONSTANTINE
STAECHELEIN Peter,,STAECHELEIN PETER
STAEL Nicolas de,,STAEL NICOLAS DE
STAERCK,,STAERCK
STAERCK Frères,,STAERCK FRERES
STAERCK M J,,STAERCK M J
STAERCK SC,,STAERCK SC
STAHL Emile,,STAHL EMILE
STAHL Johann,,STAHL JOHANN
STAHL Johann Gottfried,,STAHL JOHANN GOTTFRIED
STAHLY François,,STAHLY FRANCOIS
Stainer Jacob,,STAINER JACOB
STAINES Robert,,STAINES ROBERT
STALBEMT Adriaen Van,,STALBEMT ADRIAEN VAN
STAMATY Atala,,STAMATY ATALA
STAMMLAGER M,,STAMMLAGER M
STAMPA J S,,STAMPA J S
STAMPER Jakob,,STAMPER JAKOB
STAMPFLI Peter,,STAMPFLI PETER
STANCHI Giovanni,,STANCHI GIOVANNI
STANCHI Giovanni et atelier,,STANCHI GIOVANNI ET ATELIER
STANCK Emile,,STANCK EMILE
STANDARD,STANDARD,STANDARD
Standard Electric,,STANDARD ELECTRIC
Stanesby Thomas Junior,,STANESBY THOMAS JUNIOR
STANFIELD Clarkson,,STANFIELD CLARKSON
STANFIELD Clarkson William,,STANFIELD CLARKSON WILLIAM
STANFIELD Georges Clarkson,,STANFIELD GEORGES CLARKSON
STANFIELD Willliam Clarkson,,STANFIELD WILLLIAM CLARKSON
STANGEL & Co,,STANGEL ET CO
STANKIEWICZ Richard,,STANKIEWICZ RICHARD
STANKOWSKI Anton,,STANKOWSKI ANTON
Stanley,,STANLEY
STANY GAUTHIER,STANY GAUTHIER,STANY GAUTHIER
STANY-GAUTHIER Joseph,,STANY GAUTHIER JOSEPH
STANZIONE Marco,,STANZIONE MARCO
STANZIONE Massimo,,STANZIONE MASSIMO
STANZIONI Massimo,,STANZIONI MASSIMO
STÃœCKELBERG Ernst,,STAOECKELBERG ERNST
STAPLEAUX Michel Ghislain,,STAPLEAUX MICHEL GHISLAIN
STAR PRINTING OFFICE,,STAR PRINTING OFFICE
STAR WORKS SHEEFELD,,STAR WORKS SHEEFELD
STARACE,,STARACE
STARCK Gérard,,STARCK GERARD
STARCK Philippe,,STARCK PHILIPPE
STARCKMAN P,,STARCKMAN P
STARITSKY Ania,,STARITSKY ANIA
STARITSKY Anna,STARITSKY Anna,STARITSKY ANNA
STARKE Friedrich,,STARKE FRIEDRICH
STARKIE Edyth,,STARKIE EDYTH
STARLING,,STARLING
STARNINA GHERARDO,,STARNINA GHERARDO
STARON & MEYER,,STARON ET MEYER
STARON Pierre,,STARON PIERRE
STARON Pierre & Fils,,STARON PIERRE ET FILS
STARR,,STARR
STARR ARMS COMPANY,,STARR ARMS COMPANY
Staub Nikolaus,,STAUB NIKOLAUS
STAUDT Klaus,,STAUDT KLAUS
STAUFFER-BERN Karl,,STAUFFER BERN KARL
Stauffer Johann Georg,,STAUFFER JOHANN GEORG
STAVEREN Jan Adriensz van,,STAVEREN JAN ADRIENSZ VAN
STAZEWSKI Henryk,,STAZEWSKI HENRYK
STÃ–R Johann Wilhelm,,STA–R JOHANN WILHELM
STEBBING,,STEBBING
STECCHI Fabio,,STECCHI FABIO
Steck George,,STECK GEORGE
STECK Paul,,STECK PAUL
STECK Paul Albert,,STECK PAUL ALBERT
STEDMAN John Gabriel,,STEDMAN JOHN GABRIEL
STEEN Jan,,STEEN JAN
STEEN Jan Havicksz,,STEEN JAN HAVICKSZ
STEENACKERS,,STEENACKERS
STEENWICK Hendrick Van le Vieux,,STEENWICK HENDRICK VAN LE VIEUX
STEENWYCK Harmen van,,STEENWYCK HARMEN VAN
STEENWYCK Hendrick II van,,STEENWYCK HENDRICK II VAN
STEENWYCK Hendrick le Jeune,STEENWYCK Hendrick le Jeune,STEENWYCK HENDRICK LE JEUNE
STEENWYCK Hendrick Van,,STEENWYCK HENDRICK VAN
STEENWYCK le Jeune,STEENWYCK le Jeune,STEENWYCK LE JEUNE
STEER Philip Wilson,,STEER PHILIP WILSON
STEEVENSZ-STEPHANI Pierre,,STEEVENSZ STEPHANI PIERRE
STEFANE-POL,,STEFANE POL
STEFANO DA VERONA,,STEFANO DA VERONA
STEFANO de Giacomo,,STEFANO DE GIACOMO
STEFANO di Giovanni,,STEFANO DI GIOVANNI
STEFANO Francesco di,,STEFANO FRANCESCO DI
STEFANONI G A,,STEFANONI G A
STEFANONI Pietro,,STEFANONI PIETRO
STEFERT Henri,,STEFERT HENRI
STEFFAN Dan,STEFFAN Dan,STEFFAN DAN
STEFFAN Danièle,,STEFFAN DANIELE
STEFFEN Rémy,,STEFFEN REMY
STEFFENS Hans H,,STEFFENS HANS H
Stegher Magnus,,STEGHER MAGNUS
STEIB,,STEIB
STEIFF,,STEIFF
Stein Emile,,STEIN EMILE
STEIN Georges,STEIN Georges,STEIN GEORGES
STEIN Léon,STEIN Léon,STEIN LEON
STEIN Léon Louis Adolphe,,STEIN LEON LOUIS ADOLPHE
STEINBERG Saul,,STEINBERG SAUL
Steinberger,,STEINBERGER
STEINBERGER Johann Anton,,STEINBERGER JOHANN ANTON
STEINBRENNER Hans,,STEINBRENNER HANS
STEINER,,STEINER
STEINER André,,STEINER ANDRE
STEINER Barbara,,STEINER BARBARA
STEINER Hans,,STEINER HANS
STEINER Léopold Clément,,STEINER LEOPOLD CLEMENT
STEINER Lilly,,STEINER LILLY
STEINHAGEN Heinrich,,STEINHAGEN HEINRICH
STEINHAUSEN Wilhelm,,STEINHAUSEN WILHELM
STEINHEIL Adolphe,,STEINHEIL ADOLPHE
STEINHEIL Louis Charles Auguste,,STEINHEIL LOUIS CHARLES AUGUSTE
STEINIGER Ferdinand,,STEINIGER FERDINAND
Steinkopf Otto,,STEINKOPF OTTO
Steinlen,,STEINLEN
Steinlen Théophile, Alexandre,STEINLEN THEOPHILE
STEINLEN Théophile Alexandre,,STEINLEN THEOPHILE ALEXANDRE
STEINMETZ Philippe,,STEINMETZ PHILIPPE
STEINREICH Ruth,,STEINREICH RUTH
STEINSAPIR Sonia,,STEINSAPIR SONIA
Steinway & Sons,,STEINWAY ET SONS
STELLA,,STELLA
Stella France,,STELLA FRANCE
STELLA François de,,STELLA FRANCOIS DE
STELLA François I,,STELLA FRANCOIS I
STELLA Frank,,STELLA FRANK
STELLA Jacques,,STELLA JACQUES
STELLA Jacques De,,STELLA JACQUES DE
STELLA-PRESSE,,STELLA PRESSE
STELLA Rachel,,STELLA RACHEL
STELLER Erwin,,STELLER ERWIN
Stelzner Alfred,,STELZNER ALFRED
STEMPFEL André,,STEMPFEL ANDRE
Stendhal,,STENDHAL
STENGELIN Alphonse,,STENGELIN ALPHONSE
STENO Michele,,STENO MICHELE
STEPANIAK Philippe,,STEPANIAK PHILIPPE
STEPHAN E,,STEPHAN E
STEPHAN Robert,,STEPHAN ROBERT
STEPHANY H,,STEPHANY H
STEPHANY Henri,,STEPHANY HENRI
STEPHEN,,STEPHEN
STERBAK Jana,,STERBAK JANA
STERL Robert Hermann,,STERL ROBERT HERMANN
STERLIN,,STERLIN
STERLIN G,,STERLIN G
Sterling,,STERLING
Sterling Linder,,STERLING LINDER
STERN,,STERN
STERN Alice,,STERN ALICE
STERN Georges,,STERN GEORGES
STERN O Th W,,STERN O TH W
STERN TERK Sarah Sophie,,STERN TERK SARAH SOPHIE
STERNE Maurice,,STERNE MAURICE
STERNFELD Joel,,STERNFELD JOEL
STERNJAKOB Manfred,,STERNJAKOB MANFRED
STERNSTEIN Shirley,,STERNSTEIN SHIRLEY
STEROTARIS,,STEROTARIS
STETTER Wilhelm,,STETTER WILHELM
STETTLER Wilhelm,,STETTLER WILHELM
STEUBEN Alexandre Joseph Baron de,,STEUBEN ALEXANDRE JOSEPH BARON DE
STEUBEN Charles Auguste, De,STEUBEN CHARLES AUGUSTE
STEUBEN Charles Auguste de,,STEUBEN CHARLES AUGUSTE DE
STEUBEN Charles Baron de,STEUBEN Charles Baron de,STEUBEN CHARLES BARON DE
STEUBEN Charles Guillaume,,STEUBEN CHARLES GUILLAUME
Steuben Eléonore Anne,,STEUBEN ELEONORE ANNE
STEVAERTS,STEVAERTS,STEVAERTS
STEVEN F,,STEVEN F
STEVENS,,STEVENS
STEVENS Alfred,,STEVENS ALFRED
STEVENS Alfred Emile Léopold,,STEVENS ALFRED EMILE LEOPOLD
STEVENS Gustav Max,,STEVENS GUSTAV MAX
STEVENS Joseph Edouard,,STEVENS JOSEPH EDOUARD
STEVENS Léopold,,STEVENS LEOPOLD
STEVENS Pieter II,,STEVENS PIETER II
STEVENS Thomas,,STEVENS THOMAS
STEVIGNON Georges,,STEVIGNON GEORGES
STEWART John,,STEWART JOHN
STEWART Julius L,,STEWART JULIUS L
STEYR,,STEYR
STIEFBOLD and co,,STIEFBOLD AND CO
STIELER Joseph Karl,,STIELER JOSEPH KARL
STIEMART François,,STIEMART FRANCOIS
STIEMART François Albert,,STIEMART FRANCOIS ALBERT
STIENNE Louis,,STIENNE LOUIS
STIEVENART Fernand,,STIEVENART FERNAND
STILLER Vic,,STILLER VIC
STILLFRIED,,STILLFRIED
STILLFRIED Raimund von,,STILLFRIED RAIMUND VON
STILLIERRE C,,STILLIERRE C
STILNOVO,,STILNOVO
STIM,,STIM
STIM / GEFIC,,STIM GEFIC
STIMMER Tobias,,STIMMER TOBIAS
STINGEL Rudolf,,STINGEL RUDOLF
STIVAL Jean Alphonse,,STIVAL JEAN ALPHONSE
STM,,STM
STOBWASSER L,,STOBWASSER L
STOCADE,STOCADE,STOCADE
STOCK Andries Jacobsz,,STOCK ANDRIES JACOBSZ
STOCK Andries Jacobz,,STOCK ANDRIES JACOBZ
STOCK Henri Charles,,STOCK HENRI CHARLES
STOCK Ignace van der,,STOCK IGNACE VAN DER
STOCKEL Joseph,,STOCKEL JOSEPH
STOCKER W,,STOCKER W
STOCKHER Paul,,STOCKHER PAUL
STOCKHOLDER Jessica,,STOCKHOLDER JESSICA
STOCKL Georg,,STOCKL GEORG
STOCKMANN Hans,,STOCKMANN HANS
STOCKT Vranck van der,,STOCKT VRANCK VAN DER
Stoekel,,STOEKEL
STOENESCO Eustache,,STOENESCO EUSTACHE
STOER Jacob,,STOER JACOB
STOFFE Jan Van Der,,STOFFE JAN VAN DER
STOFFEL & Cie,,STOFFEL ET CIE
STOK FRANCE,,STOK FRANCE
STOKES Marianne,,STOKES MARIANNE
STOLKER Jan,,STOLKER JAN
STOLL Emile,,STOLL EMILE
STOLL Georges Tony,,STOLL GEORGES TONY
STOLL Philippe,,STOLL PHILIPPE
STOLLER Alexander,,STOLLER ALEXANDER
STOMER Mathias,,STOMER MATHIAS
STOMER Matthias,,STOMER MATTHIAS
STONE,,STONE
STONE Franck,,STONE FRANCK
STOOP D,,STOOP D
STOOP Maerten,,STOOP MAERTEN
STOP,,STOP
STOR,,STOR
STORCK Abraham,,STORCK ABRAHAM
STORCK Jacob,,STORCK JACOB
STORCK Jan,,STORCK JAN
Storck Jean Reinhard,,STORCK JEAN REINHARD
STORCK Johannes,,STORCK JOHANNES
STORELLI Felice Maria Ferdinando,,STORELLI FELICE MARIA FERDINANDO
STORELLI Félix Marie Ferdinand,,STORELLI FELIX MARIE FERDINAND
STORELLI Ferdinand Michel,,STORELLI FERDINAND MICHEL
Storioni Lorenzo,,STORIONI LORENZO
Stork Johann Friedrich,,STORK JOHANN FRIEDRICH
STORNI Jean,,STORNI JEAN
STORRS John,,STORRS JOHN
STORY Julian,,STORY JULIAN
STOS Théodor Augustus,,STOS THEODOR AUGUSTUS
STOSKOPF Charles Gustave,,STOSKOPF CHARLES GUSTAVE
Stoskopf Gustave,,STOSKOPF GUSTAVE
STOSKOPF Gustave Jacques,,STOSKOPF GUSTAVE JACQUES
Stoskopf Jean-Léonard,,STOSKOPF JEAN LEONARD
STOSKOPFF Sébastien,,STOSKOPFF SEBASTIEN
STOTHARD Charles Alfred,,STOTHARD CHARLES ALFRED
STOTZ J G,,STOTZ J G
STOTZKY Daniel,,STOTZKY DANIEL
STOUF Jean Baptiste,,STOUF JEAN BAPTISTE
STOUPENTZ Amélie,,STOUPENTZ AMELIE
STRAATEN Hendrik van der,,STRAATEN HENDRIK VAN DER
Strack Georges,,STRACK GEORGES
STRADA Vespasiano,,STRADA VESPASIANO
STRADANO Giovanni,STRADANO Giovanni,STRADANO GIOVANNI
STRADANUS,STRADANUS,STRADANUS
STRADANUS Johannes,STRADANUS Johannes,STRADANUS JOHANNES
Stradivari Antonio,,STRADIVARI ANTONIO
STRAET Jan Van der,,STRAET JAN VAN DER
STRANG William,,STRANG WILLIAM
STRANGE Robert,,STRANGE ROBERT
STRASBAUX Jean-François,,STRASBAUX JEAN FRANCOIS
STRASCK Hélène,,STRASCK HELENE
Strasser Marigaux Lemaire,,STRASSER MARIGAUX LEMAIRE
STRATMANN Veit,,STRATMANN VEIT
STRAUCH Lorentz,,STRAUCH LORENTZ
STRAUCH Michou,,STRAUCH MICHOU
STRAUSS André,,STRAUSS ANDRE
Strawinsky Théodore,,STRAWINSKY THEODORE
STREBELLE Rodolphe,,STREBELLE RODOLPHE
STRECKER Paul,,STRECKER PAUL
STREEK Hendrick van,,STREEK HENDRICK VAN
STREEK Juriaen van,,STREEK JURIAEN VAN
Streetly Electronics,,STREETLY ELECTRONICS
STREHL,,STREHL
STREIB Georges,,STREIB GEORGES
STREMEL Max Arthur,,STREMEL MAX ARTHUR
STRETES GUILLIM,,STRETES GUILLIM
STRIBECK Victor,,STRIBECK VICTOR
STRIEBECK Jean,,STRIEBECK JEAN
STRIEDBECK Jean III,,STRIEDBECK JEAN III
STRIGEL Bernhard,,STRIGEL BERNHARD
STRIJ Jacob Van,,STRIJ JACOB VAN
STRIJCKER Willem,,STRIJCKER WILLEM
STRIJDONCK Guillaume Van,,STRIJDONCK GUILLAUME VAN
STRINDBERG August,,STRINDBERG AUGUST
STRIXNER N,,STRIXNER N
STROBEL Bartholomaüs,,STROBEL BARTHOLOMAUS
STROBRIDGE,,STROBRIDGE
STROELY Eduard,,STROELY EDUARD
STROH Earl W,,STROH EARL W
STROM Halfdan Frithjof,,STROM HALFDAN FRITHJOF
STRONG C,,STRONG C
Stroviols,,STROVIOLS
STROZZI BERNARDO,,STROZZI BERNARDO
STROZZI ZANOBI,,STROZZI ZANOBI
STRUB Joseph,,STRUB JOSEPH
STRUCK Hermann,,STRUCK HERMANN
STRULLU Christiane,,STRULLU CHRISTIANE
STRUNZ Katja,,STRUNZ KATJA
STRUTH Thomas,,STRUTH THOMAS
STRUWE Carl,,STRUWE CARL
STRY Jacob Van,,STRY JACOB VAN
STRZEMINSKI Wladyslaw,,STRZEMINSKI WLADYSLAW
STUART Gilbert,,STUART GILBERT
STUART James,,STUART JAMES
STUART R T,,STUART R T
STUBBS George,,STUBBS GEORGE
STUBERTIN,,STUBERTIN
STUCCHI,,STUCCHI
STUCK Franz,,STUCK FRANZ
Stuck Franz von,,STUCK FRANZ VON
STUCKELBERG Ernst,,STUCKELBERG ERNST
STUDER André,,STUDER ANDRE
STUDER Auguste,,STUDER AUGUSTE
Studio Bonjour Harry,,STUDIO BONJOUR HARRY
STUDIO CHEVOJON,,STUDIO CHEVOJON
STUDIO GEO,,STUDIO GEO
STUDIO HARCOURT,,STUDIO HARCOURT
STUDIO LUX,,STUDIO LUX
STUDIO MARLOT-CHOPARD,,STUDIO MARLOT CHOPARD
STUDIO MEUSY,,STUDIO MEUSY
Studio PRIVAT,,STUDIO PRIVAT
Studio Rochlitz,,STUDIO ROCHLITZ
STUDIUM,,STUDIUM
STUERHELT F,,STUERHELT F
STULZ Nelly,,STULZ NELLY
STUMGES,,STUMGES
STUMGES & Cie,,STUMGES ET CIE
STUNZ Johann Baptist,,STUNZ JOHANN BAPTIST
STUPFLER Henri,,STUPFLER HENRI
STURBELLE René,,STURBELLE RENE
STUREL Marie Octavie,,STUREL MARIE OCTAVIE
STURLER Adolphe François,,STURLER ADOLPHE FRANCOIS
STURM Pierre Henri,,STURM PIERRE HENRI
STURZWAGE Léopold,,STURZWAGE LEOPOLD
STURZWAGE Leopold Freder,,STURZWAGE LEOPOLD FREDER
STUTZINGER,,STUTZINGER
STUYCK Claudie,,STUYCK CLAUDIE
STYKA Jan,,STYKA JAN
STYPULKOWSKI Lucien,,STYPULKOWSKI LUCIEN
SU LIUPENG,,SU LIUPENG
SUAN Charles,,SUAN CHARLES
SUARDI Bartolomeo,,SUARDI BARTOLOMEO
SUARTS,,SUARTS
SUAVIO L,,SUAVIO L
SUAVIUS Lambert,,SUAVIUS LAMBERT
SUBBUTEO SPORTS GAMES LIMITED,,SUBBUTEO SPORTS GAMES LIMITED
SUBERCAZE L,,SUBERCAZE L
SUBERT,,SUBERT
SUBES Raymond,,SUBES RAYMOND
SUBIRA-PUIG José,,SUBIRA PUIG JOSE
SUBIRACHS Josep Maria,,SUBIRACHS JOSEP MARIA
SUBLEYRAS Pierre,,SUBLEYRAS PIERRE
SUBLEYRAS Pierre Hubert,,SUBLEYRAS PIERRE HUBERT
SUBLEYRAS-TIBALDI Maria Felice,,SUBLEYRAS TIBALDI MARIA FELICE
SUC,SUC,SUC
SUC Etienne Edouard,,SUC ETIENNE EDOUARD
SUCHARD Ph,,SUCHARD PH
SUCHET Joseph François,,SUCHET JOSEPH FRANCOIS
SUCHETET Auguste Edmé,,SUCHETET AUGUSTE EDME
SUCHII,,SUCHII
SUDEK Josef,,SUDEK JOSEF
SUDRE,,SUDRE
SUDRE F,,SUDRE F
Sudre François,,SUDRE FRANCOIS
SUDRE Jean-Pierre,,SUDRE JEAN PIERRE
SUDRE Raymond,,SUDRE RAYMOND
SUE Gabriel,,SUE GABRIEL
SUE Louis,,SUE LOUIS
SUESSIONS,,SUESSIONS
Suessions : Meldes :,,SUESSIONS MELDES
SUETIUS,,SUETIUS
SUFFET Edmond,,SUFFET EDMOND
SUFSALLE P,,SUFSALLE P
SUGAI Kumi,,SUGAI KUMI
SUGIMOTO Hiroshi,,SUGIMOTO HIROSHI
SUIN V,,SUIN V
SUISHINSHI Hideyo,,SUISHINSHI HIDEYO
SUJOL,,SUJOL
Sulka,,SULKA
SULMONT,,SULMONT
SULPIS Emile Jean,,SULPIS EMILE JEAN
Sulpis J.,,SULPIS J
SULTRA René,,SULTRA RENE
Sulz C.H.,,SULZ C H
SUMI Yasuo,,SUMI YASUO
SUMIYOSHI Hiroyuki,,SUMIYOSHI HIROYUKI
SUMMERS William,,SUMMERS WILLIAM
SUN-HOA,,SUN HOA
SUN HU,,SUN HU
SUN HUANG,,SUN HUANG
SUN JUNZE,,SUN JUNZE
SUNAMI Soichi,,SUNAMI SOICHI
SUNDKVIST John,,SUNDKVIST JOHN
SUNYER Joaquim,SUNYER Joaquim,SUNYER JOAQUIM
SUNYER MIRO Joaquin,,SUNYER MIRO JOAQUIN
SUNYER Y MIRO Joaquim,,SUNYER Y MIRO JOAQUIM
SUPERFIN,,SUPERFIN
SUPERI Joseph,SUPERI Joseph,SUPERI JOSEPH
SUPERIOR,,SUPERIOR
SUPEXPRESS,,SUPEXPRESS
SUPRA,,SUPRA
SUQUET Jean,,SUQUET JEAN
SURAND Gustave,,SURAND GUSTAVE
SURCHI Giovanni Francesco,,SURCHI GIOVANNI FRANCESCO
SUREDA André,,SUREDA ANDRE
SURHON Jean,,SURHON JEAN
SURIAN Jean Jacques,,SURIAN JEAN JACQUES
SURIGNY Alfred de,,SURIGNY ALFRED DE
SURTEL Paul,,SURTEL PAUL
SURUGUE DE SURGIS Louis de,,SURUGUE DE SURGIS LOUIS DE
SURUGUE Louis,,SURUGUE LOUIS
SURUGUE Louis de,,SURUGUE LOUIS DE
SURUGUE Pierre Louis de,,SURUGUE PIERRE LOUIS DE
SURVAGE Léopold,SURVAGE Léopold,SURVAGE LEOPOLD
Susann J. D.,,SUSANN J D
SUSINI Antonio,,SUSINI ANTONIO
SUSSE,,SUSSE
SUSSE FRÈRES,,SUSSE FRERES
SUSSMANN-HELLBORN Ludwig,,SUSSMANN HELLBORN LUDWIG
SUSTERMANS Juste,,SUSTERMANS JUSTE
SUSTERMANS Justus,,SUSTERMANS JUSTUS
SUSTRIS Friedrich,,SUSTRIS FRIEDRICH
SUSTRIS Lambert,,SUSTRIS LAMBERT
SUTAT Auguste,,SUTAT AUGUSTE
SUTCLIFFE,,SUTCLIFFE
SUTER August,,SUTER AUGUST
SUTTEL Paul,,SUTTEL PAUL
SUTTER David,,SUTTER DAVID
SUTTERMANS Joost,,SUTTERMANS JOOST
SUTTERMANS Justus,,SUTTERMANS JUSTUS
SUVEE Joseph Benoît,,SUVEE JOSEPH BENOIT
SUYDERHOEF Jonas,,SUYDERHOEF JONAS
SUYDERHOFF Jonas,,SUYDERHOFF JONAS
SUZAINE-PIERSON,,SUZAINE PIERSON
SUZANNE François Marie,,SUZANNE FRANCOIS MARIE
SUZANNE Léon,,SUZANNE LEON
SUZE,,SUZE
SUZZONI Romain,,SUZZONI ROMAIN
Svameyer Mathias,,SVAMEYER MATHIAS
SVARSTAD Anders Castus,,SVARSTAD ANDERS CASTUS
SVLLA L.,,SVLLA L
SWAGERS Frans,,SWAGERS FRANS
SWAN John Macallan,,SWAN JOHN MACALLAN
Swanen Jacques Joachim,,SWANEN JACQUES JOACHIM
SWANENBURGH Willem II,,SWANENBURGH WILLEM II
SWANENBURGH Willem van,,SWANENBURGH WILLEM VAN
SWANEVELT Herman,,SWANEVELT HERMAN
SWANEVELT Herman Van,,SWANEVELT HERMAN VAN
SWANEWELT Herman Van,,SWANEWELT HERMAN VAN
SWANSTON G H,,SWANSTON G H
SWART VAN GRONINGEN Jan,,SWART VAN GRONINGEN JAN
SWATCH,,SWATCH
SWEBACH Bernard Edouard,,SWEBACH BERNARD EDOUARD
SWEBACH-DESFONTAINES,SWEBACH-DESFONTAINES,SWEBACH DESFONTAINES
Swebach-Desfontaines Jacques François Joseph,,SWEBACH DESFONTAINES JACQUES FRANCOIS JOSEPH
SWEBACH H,,SWEBACH H
SWEBACH Jacques François Joseph,,SWEBACH JACQUES FRANCOIS JOSEPH
SWEELLINCK Gerrit,,SWEELLINCK GERRIT
SWEERTS Michael,,SWEERTS MICHAEL
SWIECINSKI Georges Clément de,,SWIECINSKI GEORGES CLEMENT DE
Swiecki Wojciech,,SWIECKI WOJCIECH
SWYNNERTON Annie Louisa,,SWYNNERTON ANNIE LOUISA
SYAMOUR,SYAMOUR,SYAMOUR
SYLBERER Mlle,,SYLBERER MLLE
SYLVA Charles Emile de,,SYLVA CHARLES EMILE DE
SYLVAIN,,SYLVAIN
SYLVANDER Michele,,SYLVANDER MICHELE
SYLVESTRE,,SYLVESTRE
Sylvestre Israël,,SYLVESTRE ISRAEL
SYLVESTRE Joseph Noël,,SYLVESTRE JOSEPH NOEL
SYMEON Gabriel,,SYMEON GABRIEL
SYMIAN Victor Etienne,,SYMIAN VICTOR ETIENNE
SYMON P M,,SYMON P M
SYMONY Peter,,SYMONY PETER
SYMS Martine,,SYMS MARTINE
SYNAVE Tancrède,,SYNAVE TANCREDE
Syndicat d'initiative,,SYNDICAT D INITIATIVE
Syndicat d'initiative de l'Aveyron,,SYNDICAT D INITIATIVE DE L AVEYRON
SYNDICAT DES FABRICANTS DE SUCRE DE FRANCE,,SYNDICAT DES FABRICANTS DE SUCRE DE FRANCE
Syndicat des plages de Lannion,,SYNDICAT DES PLAGES DE LANNION
SYNDON-FAURIE,,SYNDON FAURIE
SYRGE E M,,SYRGE E M
SZABO Adalbert,,SZABO ADALBERT
SZAFRAN Sam,SZAFRAN Sam,SZAFRAN SAM
SZEKELY Joseph,,SZEKELY JOSEPH
SZEKELY Martin,,SZEKELY MARTIN
SZEKELY Pierre,,SZEKELY PIERRE
SZENES Arpad,,SZENES ARPAD
SZERLECKA Wanda,,SZERLECKA WANDA
SZINYEI-MERSE Pal,,SZINYEI MERSE PAL
SZIRMAI Antal Tony,,SZIRMAI ANTAL TONY
SZIRMAI Tony,,SZIRMAI TONY
SZMIRER,,SZMIRER
Szretter A.,,SZRETTER A
SZULC KRYZANOWSKI Michel,,SZULC KRYZANOWSKI MICHEL
SZUREK Piotr,,SZUREK PIOTR
SZWANKOWSKI Jan,,SZWANKOWSKI JAN
Szyrmai S.,,SZYRMAI S
T'ANG Haywen,,T ANG HAYWEN
T B,,T B
T D,,T D
T E,,T E
T'FELT C & Fils,,T FELT C ET FILS
T'FELT Frères,,T FELT FRERES
T'FELT Julien,,T FELT JULIEN
T G,,T G
T.H.,,T H
T I S,,T I S
T M,,T M
T M K,,T M K
T R,,T R
T R DARNEB,T R DARNEB,T R DARNEB
T'SAS Guillaume,,T SAS GUILLAUME
TABACOFF Boris,,TABACOFF BORIS
TABAR François Germain Léopold,,TABAR FRANCOIS GERMAIN LEOPOLD
Tabard,,TABARD
